"procedureId","name","description","isMandatory","impcParameterOrigId"
1066,"Gross Morphology Embryo E12.5",NA,FALSE,42938
1067,"Gross Morphology Embryo E12.5",NA,FALSE,42939
1068,"Gross Morphology Embryo E12.5",NA,FALSE,42940
1069,"Gross Morphology Embryo E12.5",NA,FALSE,42941
1070,"Gross Morphology Embryo E12.5",NA,FALSE,42942
1071,"Gross Morphology Embryo E12.5",NA,FALSE,42943
1072,"Gross Morphology Embryo E12.5",NA,FALSE,42944
1073,"Gross Morphology Embryo E12.5",NA,FALSE,42945
1074,"Gross Morphology Embryo E12.5",NA,FALSE,42946
1075,"Gross Morphology Embryo E12.5",NA,FALSE,42947
1076,"Gross Morphology Embryo E12.5",NA,FALSE,42948
1077,"Gross Morphology Embryo E12.5",NA,FALSE,42949
1078,"Gross Morphology Embryo E12.5",NA,FALSE,42950
1079,"Gross Morphology Embryo E12.5",NA,FALSE,42951
1080,"Gross Morphology Embryo E12.5",NA,FALSE,42952
1081,"Gross Morphology Embryo E12.5",NA,FALSE,42953
1082,"Gross Morphology Embryo E12.5",NA,FALSE,42954
1083,"Gross Morphology Embryo E12.5",NA,FALSE,42955
1084,"Gross Morphology Embryo E12.5",NA,FALSE,42956
1085,"Gross Morphology Embryo E12.5",NA,FALSE,42957
1086,"Gross Morphology Embryo E12.5",NA,FALSE,42958
1087,"Gross Morphology Embryo E12.5",NA,FALSE,42959
1088,"Gross Morphology Embryo E12.5",NA,FALSE,42960
1089,"Gross Morphology Embryo E12.5",NA,FALSE,42961
1090,"Gross Morphology Embryo E12.5",NA,FALSE,42962
1091,"Gross Morphology Embryo E12.5",NA,FALSE,42963
1092,"Gross Morphology Embryo E12.5",NA,FALSE,42964
1093,"Gross Morphology Embryo E12.5",NA,FALSE,42965
1094,"Gross Morphology Embryo E12.5",NA,FALSE,42966
1095,"Gross Morphology Embryo E12.5",NA,FALSE,42967
1096,"Gross Morphology Embryo E12.5",NA,FALSE,42968
1097,"Gross Morphology Embryo E12.5",NA,FALSE,42969
1098,"Gross Morphology Embryo E12.5",NA,FALSE,42970
1099,"Gross Morphology Embryo E12.5",NA,FALSE,42971
1100,"Gross Morphology Embryo E12.5",NA,FALSE,42972
1101,"Gross Morphology Embryo E12.5",NA,FALSE,42973
1102,"Gross Morphology Embryo E12.5",NA,FALSE,42974
1103,"OPT E9.5",NA,FALSE,40655
1104,"OPT E9.5",NA,FALSE,40656
1105,"OPT E9.5",NA,FALSE,40657
1106,"OPT E9.5",NA,FALSE,40658
1107,"OPT E9.5",NA,FALSE,40659
1108,"OPT E9.5",NA,FALSE,40660
1109,"OPT E9.5",NA,FALSE,40661
1110,"OPT E9.5",NA,FALSE,40662
1111,"OPT E9.5",NA,FALSE,40663
1112,"OPT E9.5",NA,FALSE,40664
1113,"OPT E9.5",NA,FALSE,40665
1114,"OPT E9.5",NA,FALSE,40666
1115,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52053
1116,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52054
1117,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52055
1118,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52056
1119,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52057
1120,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52058
1121,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52059
1122,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52060
1123,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52061
1124,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52062
1125,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52063
1126,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52064
1127,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52065
1128,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52067
1129,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52068
1130,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52069
1131,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52070
1132,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52071
1133,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52072
1134,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52073
1135,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52074
1136,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52075
1137,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52076
1138,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52077
1139,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52078
1140,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52079
1141,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52080
1142,"Y-maze","Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning",FALSE,52081
1143,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52084
1144,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52085
1145,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52086
1146,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52087
1147,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52088
1148,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52089
1149,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52090
1150,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52091
1151,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52092
1152,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52093
1153,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52094
1154,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52095
1155,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52096
1156,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52097
1157,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52098
1158,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52099
1159,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52100
1160,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52101
1161,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52102
1162,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52103
1163,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52104
1164,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52105
1165,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52106
1166,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52107
1167,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52108
1168,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52109
1169,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52110
1170,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52111
1171,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52112
1172,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52113
1173,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,52114
1174,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,67722
1175,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,67723
1176,"Light-Dark Test","Light-Dark test monitors the anxiety-related behaviour of mice",FALSE,67724
1177,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43238
1178,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43241
1179,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43245
1180,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43246
1181,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43249
1182,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43252
1183,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43258
1184,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43259
1185,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43260
1186,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43263
1187,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43267
1188,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43279
1189,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43280
1190,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43281
1191,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43282
1192,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43283
1193,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43284
1194,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43285
1195,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43286
1196,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43287
1197,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43288
1198,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43289
1199,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,43290
1200,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,44543
1201,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,44545
1202,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,44546
1203,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,44549
1204,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,44550
1205,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,44551
1206,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,44552
1207,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,44553
1208,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,44554
1209,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,44555
1210,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,44556
1211,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,45858
1212,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,45859
1213,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,45860
1214,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,45861
1215,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,45862
1216,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,45863
1217,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,45864
1218,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,45865
1219,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,45866
1220,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,45867
1221,"Gross Morphology Embryo E14.5-E15.5",NA,FALSE,45868
1222,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17722
1223,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17723
1224,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17724
1225,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17725
1226,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17726
1227,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17727
1228,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17728
1229,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17729
1230,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17730
1231,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17731
1232,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17732
1233,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17733
1234,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17734
1235,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17735
1236,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17736
1237,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17737
1238,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17738
1239,"Acoustic Startle and Pre-pulse Inhibition (PPI)","'The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.'",TRUE,17739
